playlist_name,artist,song,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
me,The Not Real Lake,Loving,0.604,https://api.spotify.com/v1/audio-analysis/0y5AQnBxRnntXBDiXrQ5sE,0.498,186060.0,0.695,0y5AQnBxRnntXBDiXrQ5sE,0.457,8.0,0.0596,-7.786,1.0,0.0744,84.76,4.0,https://api.spotify.com/v1/tracks/0y5AQnBxRnntXBDiXrQ5sE,audio_features,spotify:track:0y5AQnBxRnntXBDiXrQ5sE,0.335
me,LIQUID,BROCKHAMPTON,0.423,https://api.spotify.com/v1/audio-analysis/557JEBNqSn0RU4H5RtY286,0.639,82286.0,0.631,557JEBNqSn0RU4H5RtY286,0.000251,4.0,0.709,-5.98,0.0,0.107,140.121,4.0,https://api.spotify.com/v1/tracks/557JEBNqSn0RU4H5RtY286,audio_features,spotify:track:557JEBNqSn0RU4H5RtY286,0.531
me,Forrest Gump,Frank Ocean,0.0998,https://api.spotify.com/v1/audio-analysis/4YZbVct8l9MnAVIROnLQdx,0.678,194840.0,0.386,4YZbVct8l9MnAVIROnLQdx,0.00124,2.0,0.384,-8.285,1.0,0.03,95.034,4.0,https://api.spotify.com/v1/tracks/4YZbVct8l9MnAVIROnLQdx,audio_features,spotify:track:4YZbVct8l9MnAVIROnLQdx,0.238
me,Misty Morning,Travis Bretzer,0.55,https://api.spotify.com/v1/audio-analysis/5ZaQW8tvH33GVJ0E3sLz2w,0.696,156958.0,0.299,5ZaQW8tvH33GVJ0E3sLz2w,0.00014,7.0,0.131,-11.433,1.0,0.0354,143.188,4.0,https://api.spotify.com/v1/tracks/5ZaQW8tvH33GVJ0E3sLz2w,audio_features,spotify:track:5ZaQW8tvH33GVJ0E3sLz2w,0.223
me,Take It Easy,Triathalon,0.965,https://api.spotify.com/v1/audio-analysis/6Wzv2Gig9KZ4sPekZWqDJK,0.39,194832.0,0.155,6Wzv2Gig9KZ4sPekZWqDJK,0.915,6.0,0.0914,-16.27,0.0,0.0308,68.947,3.0,https://api.spotify.com/v1/tracks/6Wzv2Gig9KZ4sPekZWqDJK,audio_features,spotify:track:6Wzv2Gig9KZ4sPekZWqDJK,0.089
me,Serious,HOMESHAKE,0.453,https://api.spotify.com/v1/audio-analysis/0J6LNjtX37SlLbfnQKcmMW,0.684,179734.0,0.475,0J6LNjtX37SlLbfnQKcmMW,0.11,2.0,0.0972,-9.462,1.0,0.0558,92.222,4.0,https://api.spotify.com/v1/tracks/0J6LNjtX37SlLbfnQKcmMW,audio_features,spotify:track:0J6LNjtX37SlLbfnQKcmMW,0.506
me,Chronic Sunshine,Cosmo Pyke,0.0264,https://api.spotify.com/v1/audio-analysis/2RGe02P8xxSF9syj0ltPjX,0.431,270927.0,0.773,2RGe02P8xxSF9syj0ltPjX,0.0,2.0,0.348,-5.002,1.0,0.0636,111.387,4.0,https://api.spotify.com/v1/tracks/2RGe02P8xxSF9syj0ltPjX,audio_features,spotify:track:2RGe02P8xxSF9syj0ltPjX,0.504
me,Papercut,Kevin Abstract,0.019,https://api.spotify.com/v1/audio-analysis/18MmfjsYN2rfrUUvkbN2dH,0.56,207268.0,0.591,18MmfjsYN2rfrUUvkbN2dH,0.00118,7.0,0.0961,-6.083,1.0,0.0341,139.99,4.0,https://api.spotify.com/v1/tracks/18MmfjsYN2rfrUUvkbN2dH,audio_features,spotify:track:18MmfjsYN2rfrUUvkbN2dH,0.2
me,Ditch,Gus Dapperton,0.0194,https://api.spotify.com/v1/audio-analysis/4SoFdGSFcITZ6S94rx4KQl,0.547,210250.0,0.564,4SoFdGSFcITZ6S94rx4KQl,0.0437,0.0,0.122,-8.307,1.0,0.031,112.97,4.0,https://api.spotify.com/v1/tracks/4SoFdGSFcITZ6S94rx4KQl,audio_features,spotify:track:4SoFdGSFcITZ6S94rx4KQl,0.0677
me,Whatever You Want,Sports,0.383,https://api.spotify.com/v1/audio-analysis/6w9zex3lLDwzmvu12LDpJw,0.728,188173.0,0.38,6w9zex3lLDwzmvu12LDpJw,0.000279,2.0,0.364,-11.025,1.0,0.0946,168.604,4.0,https://api.spotify.com/v1/tracks/6w9zex3lLDwzmvu12LDpJw,audio_features,spotify:track:6w9zex3lLDwzmvu12LDpJw,0.5
me,Special Affair,The Internet,0.183,https://api.spotify.com/v1/audio-analysis/3NWTRZ0A8xKlBP1qgNftql,0.795,176187.0,0.409,3NWTRZ0A8xKlBP1qgNftql,0.00108,9.0,0.112,-10.134,0.0,0.0859,120.095,4.0,https://api.spotify.com/v1/tracks/3NWTRZ0A8xKlBP1qgNftql,audio_features,spotify:track:3NWTRZ0A8xKlBP1qgNftql,0.518
me,The Resume,BJ The Chicago Kid,0.705,https://api.spotify.com/v1/audio-analysis/0JP0Rpqnmllnk2QQ5L8h8O,0.252,363173.0,0.568,0JP0Rpqnmllnk2QQ5L8h8O,0.0,6.0,0.381,-5.432,0.0,0.0338,140.8,3.0,https://api.spotify.com/v1/tracks/0JP0Rpqnmllnk2QQ5L8h8O,audio_features,spotify:track:0JP0Rpqnmllnk2QQ5L8h8O,0.412
me,Happiness,Rex Orange County,0.734,https://api.spotify.com/v1/audio-analysis/2rXVtoLBHuXcNB5DVfIc9p,0.399,279693.0,0.235,2rXVtoLBHuXcNB5DVfIc9p,1.56e-06,5.0,0.161,-9.774,1.0,0.0334,105.645,3.0,https://api.spotify.com/v1/tracks/2rXVtoLBHuXcNB5DVfIc9p,audio_features,spotify:track:2rXVtoLBHuXcNB5DVfIc9p,0.197
me,Diddy Bop (feat. Cam O'bi & Raury),Noname,0.713,https://api.spotify.com/v1/audio-analysis/6JvfBzqZmSiEG5MjM7OcSY,0.637,208000.0,0.503,6JvfBzqZmSiEG5MjM7OcSY,0.000113,1.0,0.109,-6.927,1.0,0.336,81.061,4.0,https://api.spotify.com/v1/tracks/6JvfBzqZmSiEG5MjM7OcSY,audio_features,spotify:track:6JvfBzqZmSiEG5MjM7OcSY,0.661
me,Fancy Shoes,The Walters,0.588,https://api.spotify.com/v1/audio-analysis/1YVVAiBD5WhX2ZdHtlSOhz,0.689,134427.0,0.368,1YVVAiBD5WhX2ZdHtlSOhz,0.0,0.0,0.101,-7.34,1.0,0.0263,104.057,4.0,https://api.spotify.com/v1/tracks/1YVVAiBD5WhX2ZdHtlSOhz,audio_features,spotify:track:1YVVAiBD5WhX2ZdHtlSOhz,0.738
me,22,Zack Villere,0.942,https://api.spotify.com/v1/audio-analysis/3gFacWdYpOfQ2d83wZe8KV,0.471,210487.0,0.473,3gFacWdYpOfQ2d83wZe8KV,0.000105,1.0,0.121,-10.089,1.0,0.262,92.955,4.0,https://api.spotify.com/v1/tracks/3gFacWdYpOfQ2d83wZe8KV,audio_features,spotify:track:3gFacWdYpOfQ2d83wZe8KV,0.214
me,GOT IT GOOD,KAYTRANADA,0.0475,https://api.spotify.com/v1/audio-analysis/2qUZliZ9NHUYIAZqRNe6pZ,0.606,228147.0,0.503,2qUZliZ9NHUYIAZqRNe6pZ,0.0,7.0,0.116,-6.678,0.0,0.155,80.04,4.0,https://api.spotify.com/v1/tracks/2qUZliZ9NHUYIAZqRNe6pZ,audio_features,spotify:track:2qUZliZ9NHUYIAZqRNe6pZ,0.31
me,Parking Lot,Anderson .Paak,0.0128,https://api.spotify.com/v1/audio-analysis/5zyySSTcBpXQ8gSbuONRH7,0.639,234333.0,0.907,5zyySSTcBpXQ8gSbuONRH7,0.328,9.0,0.704,-7.85,1.0,0.0409,97.019,4.0,https://api.spotify.com/v1/tracks/5zyySSTcBpXQ8gSbuONRH7,audio_features,spotify:track:5zyySSTcBpXQ8gSbuONRH7,0.696
me,D'Evils,SiR,0.00558,https://api.spotify.com/v1/audio-analysis/0wY9rA9fJkuESyYm9uzVK5,0.784,171818.0,0.586,0wY9rA9fJkuESyYm9uzVK5,0.000286,1.0,0.106,-3.417,1.0,0.187,132.169,4.0,https://api.spotify.com/v1/tracks/0wY9rA9fJkuESyYm9uzVK5,audio_features,spotify:track:0wY9rA9fJkuESyYm9uzVK5,0.656
me,Still Lovely,Banes World,0.581,https://api.spotify.com/v1/audio-analysis/02rdJEj79nn2HCSMmsb8dY,0.502,117375.0,0.506,02rdJEj79nn2HCSMmsb8dY,0.441,2.0,0.119,-13.922,0.0,0.0611,160.135,4.0,https://api.spotify.com/v1/tracks/02rdJEj79nn2HCSMmsb8dY,audio_features,spotify:track:02rdJEj79nn2HCSMmsb8dY,0.51
me,What More Can I Say,NxWorries,0.147,https://api.spotify.com/v1/audio-analysis/18YB1U2346cnPCBAbmga8h,0.455,156133.0,0.524,18YB1U2346cnPCBAbmga8h,0.0,9.0,0.161,-5.691,0.0,0.147,74.885,4.0,https://api.spotify.com/v1/tracks/18YB1U2346cnPCBAbmga8h,audio_features,spotify:track:18YB1U2346cnPCBAbmga8h,0.584
me,Favorite Holiday,Summer Salt,0.791,https://api.spotify.com/v1/audio-analysis/59Ko3v7RWWCVzL3F75ubWq,0.655,177736.0,0.395,59Ko3v7RWWCVzL3F75ubWq,0.107,9.0,0.0552,-8.207,1.0,0.028,106.093,4.0,https://api.spotify.com/v1/tracks/59Ko3v7RWWCVzL3F75ubWq,audio_features,spotify:track:59Ko3v7RWWCVzL3F75ubWq,0.517
me,Sweet Thang,Dreamgirl,0.426,https://api.spotify.com/v1/audio-analysis/4aI6o1fqiPCXRSSa6GOmv3,0.479,146024.0,0.675,4aI6o1fqiPCXRSSa6GOmv3,0.0,4.0,0.279,-6.925,1.0,0.0326,120.388,4.0,https://api.spotify.com/v1/tracks/4aI6o1fqiPCXRSSa6GOmv3,audio_features,spotify:track:4aI6o1fqiPCXRSSa6GOmv3,0.501
me,Where Did I Go?,Jorja Smith,0.484,https://api.spotify.com/v1/audio-analysis/5d1G2EevctGiuNYrDJPphT,0.69,190324.0,0.642,5d1G2EevctGiuNYrDJPphT,0.112,5.0,0.0977,-7.103,1.0,0.0721,97.089,4.0,https://api.spotify.com/v1/tracks/5d1G2EevctGiuNYrDJPphT,audio_features,spotify:track:5d1G2EevctGiuNYrDJPphT,0.363
me,everything is going to hell,Teen Suicide,0.977,https://api.spotify.com/v1/audio-analysis/5JJEPSvL055CCE76Qw24Iq,0.414,163921.0,0.289,5JJEPSvL055CCE76Qw24Iq,0.461,7.0,0.138,-13.545,1.0,0.028,103.763,4.0,https://api.spotify.com/v1/tracks/5JJEPSvL055CCE76Qw24Iq,audio_features,spotify:track:5JJEPSvL055CCE76Qw24Iq,0.168
me,Chamakay,Blood Orange,0.0739,https://api.spotify.com/v1/audio-analysis/2iR4oHXi5qsb17b0KHVpon,0.762,260107.0,0.627,2iR4oHXi5qsb17b0KHVpon,0.000358,11.0,0.0965,-8.118,1.0,0.0403,110.014,4.0,https://api.spotify.com/v1/tracks/2iR4oHXi5qsb17b0KHVpon,audio_features,spotify:track:2iR4oHXi5qsb17b0KHVpon,0.339
me,BLEACH,BROCKHAMPTON,0.462,https://api.spotify.com/v1/audio-analysis/0dWOFwdXrbBUYqD9DLsoyK,0.595,273151.0,0.657,0dWOFwdXrbBUYqD9DLsoyK,0.000597,1.0,0.437,-6.498,0.0,0.183,156.093,4.0,https://api.spotify.com/v1/tracks/0dWOFwdXrbBUYqD9DLsoyK,audio_features,spotify:track:0dWOFwdXrbBUYqD9DLsoyK,0.718
me,Not U,HOMESHAKE,0.869,https://api.spotify.com/v1/audio-analysis/0L69GfeRq90IeRGwRXQH6g,0.753,166982.0,0.373,0L69GfeRq90IeRGwRXQH6g,0.0212,8.0,0.32,-12.116,1.0,0.0364,118.053,4.0,https://api.spotify.com/v1/tracks/0L69GfeRq90IeRGwRXQH6g,audio_features,spotify:track:0L69GfeRq90IeRGwRXQH6g,0.415
me,It's You,Triathalon,0.597,https://api.spotify.com/v1/audio-analysis/3Z9qITccjxrcPaaEGePOg4,0.576,223150.0,0.504,3Z9qITccjxrcPaaEGePOg4,0.0535,6.0,0.159,-8.258,0.0,0.0239,79.072,4.0,https://api.spotify.com/v1/tracks/3Z9qITccjxrcPaaEGePOg4,audio_features,spotify:track:3Z9qITccjxrcPaaEGePOg4,0.546
me,Outside with the Cuties,Frankie Cosmos,0.689,https://api.spotify.com/v1/audio-analysis/6L5ks2ivQVCLnI4JmIr9NT,0.524,154305.0,0.182,6L5ks2ivQVCLnI4JmIr9NT,0.000101,9.0,0.16,-13.155,1.0,0.0637,85.72,4.0,https://api.spotify.com/v1/tracks/6L5ks2ivQVCLnI4JmIr9NT,audio_features,spotify:track:6L5ks2ivQVCLnI4JmIr9NT,0.158
me,Flava,Princess Nokia,0.00679,https://api.spotify.com/v1/audio-analysis/4ldPFaGxVfQMmtoXTUWrAb,0.767,123856.0,0.61,4ldPFaGxVfQMmtoXTUWrAb,0.0,11.0,0.146,-7.504,1.0,0.182,140.034,4.0,https://api.spotify.com/v1/tracks/4ldPFaGxVfQMmtoXTUWrAb,audio_features,spotify:track:4ldPFaGxVfQMmtoXTUWrAb,0.209
me,Perfect Sweet Blue,Jakob Ogawa,0.872,https://api.spotify.com/v1/audio-analysis/6nng0eZWVUqw6jjJzEdOH1,0.373,139960.0,0.285,6nng0eZWVUqw6jjJzEdOH1,0.0904,2.0,0.112,-13.544,0.0,0.0544,82.753,4.0,https://api.spotify.com/v1/tracks/6nng0eZWVUqw6jjJzEdOH1,audio_features,spotify:track:6nng0eZWVUqw6jjJzEdOH1,0.0777
me,Huey,Earl Sweatshirt,0.55,https://api.spotify.com/v1/audio-analysis/3iut542DAj1c44VzyA6CpN,0.423,112067.0,0.59,3iut542DAj1c44VzyA6CpN,4.22e-05,9.0,0.306,-7.37,0.0,0.156,76.035,4.0,https://api.spotify.com/v1/tracks/3iut542DAj1c44VzyA6CpN,audio_features,spotify:track:3iut542DAj1c44VzyA6CpN,0.387
me,Understanding Light,Florist,0.974,https://api.spotify.com/v1/audio-analysis/39JLfkTdWcnh1ozH9slF3j,0.533,259096.0,0.168,39JLfkTdWcnh1ozH9slF3j,0.113,1.0,0.109,-19.249,0.0,0.0341,150.4,4.0,https://api.spotify.com/v1/tracks/39JLfkTdWcnh1ozH9slF3j,audio_features,spotify:track:39JLfkTdWcnh1ozH9slF3j,0.27
me,Everytime,boy pablo,0.0252,https://api.spotify.com/v1/audio-analysis/4zvHZWOGyL7WcmqHOgtGCW,0.431,172941.0,0.669,4zvHZWOGyL7WcmqHOgtGCW,0.0433,2.0,0.117,-10.065,1.0,0.035,203.906,4.0,https://api.spotify.com/v1/tracks/4zvHZWOGyL7WcmqHOgtGCW,audio_features,spotify:track:4zvHZWOGyL7WcmqHOgtGCW,0.855
2/23/18,"3,000 Miles",Tracy Chapman,0.893,https://api.spotify.com/v1/audio-analysis/7hULwa2HczeCz8EYkkPYNr,0.709,357160.0,0.16,7hULwa2HczeCz8EYkkPYNr,7.6e-05,5.0,0.16,-14.011,1.0,0.0343,95.662,4.0,https://api.spotify.com/v1/tracks/7hULwa2HczeCz8EYkkPYNr,audio_features,spotify:track:7hULwa2HczeCz8EYkkPYNr,0.194
2/23/18,Kill Your Sons - Live Remstered,Lou Reed,0.365,https://api.spotify.com/v1/audio-analysis/6fArPzooSBKgA5bvEhsaUN,0.272,248600.0,0.825,6fArPzooSBKgA5bvEhsaUN,0.0266,2.0,0.122,-6.793,1.0,0.0472,174.209,4.0,https://api.spotify.com/v1/tracks/6fArPzooSBKgA5bvEhsaUN,audio_features,spotify:track:6fArPzooSBKgA5bvEhsaUN,0.317
2/23/18,Nothing Compares 2 U,Sinéad O'Connor,0.0425,https://api.spotify.com/v1/audio-analysis/3nvuPQTw2zuFAVuLsC9IYQ,0.511,280040.0,0.574,3nvuPQTw2zuFAVuLsC9IYQ,2.33e-05,5.0,0.105,-7.016,1.0,0.0273,119.917,4.0,https://api.spotify.com/v1/tracks/3nvuPQTw2zuFAVuLsC9IYQ,audio_features,spotify:track:3nvuPQTw2zuFAVuLsC9IYQ,0.161
2/23/18,Heart Shaped Face,Angel Olsen,0.359,https://api.spotify.com/v1/audio-analysis/6VF5xT5lR24b76KGg4vikC,0.448,332907.0,0.435,6VF5xT5lR24b76KGg4vikC,0.00322,9.0,0.126,-9.049,1.0,0.0306,134.802,4.0,https://api.spotify.com/v1/tracks/6VF5xT5lR24b76KGg4vikC,audio_features,spotify:track:6VF5xT5lR24b76KGg4vikC,0.606
2/23/18,Act One - Top Of The City - Live,Kate Bush,0.105,https://api.spotify.com/v1/audio-analysis/2s3TLTz8fMosSkRRmWMCDC,0.606,324000.0,0.295,2s3TLTz8fMosSkRRmWMCDC,0.0269,0.0,0.909,-17.738,0.0,0.0352,111.071,4.0,https://api.spotify.com/v1/tracks/2s3TLTz8fMosSkRRmWMCDC,audio_features,spotify:track:2s3TLTz8fMosSkRRmWMCDC,0.217
2/23/18,Death Patrol,Ariel Pink,0.654,https://api.spotify.com/v1/audio-analysis/2hkMU3wuLxSoxWuBL5qNTN,0.832,200813.0,0.776,2hkMU3wuLxSoxWuBL5qNTN,0.193,10.0,0.0923,-7.034,1.0,0.102,113.006,4.0,https://api.spotify.com/v1/tracks/2hkMU3wuLxSoxWuBL5qNTN,audio_features,spotify:track:2hkMU3wuLxSoxWuBL5qNTN,0.96
2/23/18,Hallelujah,Jeff Buckley,0.921,https://api.spotify.com/v1/audio-analysis/74X1epeRufHckhuX1KFD04,0.339,413320.0,0.143,74X1epeRufHckhuX1KFD04,0.000636,0.0,0.372,-10.78,1.0,0.0317,101.213,3.0,https://api.spotify.com/v1/tracks/74X1epeRufHckhuX1KFD04,audio_features,spotify:track:74X1epeRufHckhuX1KFD04,0.0948
2/23/18,Rest,Charlotte Gainsbourg,0.865,https://api.spotify.com/v1/audio-analysis/2W4w5jierkfJWZjfQM07lf,0.629,218720.0,0.538,2W4w5jierkfJWZjfQM07lf,0.0268,9.0,0.0977,-13.242,0.0,0.0438,91.988,4.0,https://api.spotify.com/v1/tracks/2W4w5jierkfJWZjfQM07lf,audio_features,spotify:track:2W4w5jierkfJWZjfQM07lf,0.363
2/23/18,Leaving the Table,Leonard Cohen,0.841,https://api.spotify.com/v1/audio-analysis/7pyCJ0V0kIY57QdlEcM1eO,0.552,227480.0,0.179,7pyCJ0V0kIY57QdlEcM1eO,0.293,0.0,0.0982,-17.998,1.0,0.0402,75.099,4.0,https://api.spotify.com/v1/tracks/7pyCJ0V0kIY57QdlEcM1eO,audio_features,spotify:track:7pyCJ0V0kIY57QdlEcM1eO,0.217
2/23/18,People Have the Power,Patti Smith,0.0349,https://api.spotify.com/v1/audio-analysis/4GbnjrrobeVLCl1FQ5C0OY,0.622,310400.0,0.737,4GbnjrrobeVLCl1FQ5C0OY,4.6e-06,2.0,0.318,-9.296,1.0,0.0289,130.255,4.0,https://api.spotify.com/v1/tracks/4GbnjrrobeVLCl1FQ5C0OY,audio_features,spotify:track:4GbnjrrobeVLCl1FQ5C0OY,0.742
2/23/18,God Is in the House - 2011 Remastered Version,Nick Cave & The Bad Seeds,0.618,https://api.spotify.com/v1/audio-analysis/5Flyry8kwnmeuvdSHE4mNj,0.536,344320.0,0.171,5Flyry8kwnmeuvdSHE4mNj,0.0,0.0,0.0925,-13.967,1.0,0.0496,115.814,4.0,https://api.spotify.com/v1/tracks/5Flyry8kwnmeuvdSHE4mNj,audio_features,spotify:track:5Flyry8kwnmeuvdSHE4mNj,0.205
2/23/18,Slow Like Honey,Fiona Apple,0.634,https://api.spotify.com/v1/audio-analysis/6DuX3rs3gHCEHMyDwC856c,0.356,356400.0,0.27,6DuX3rs3gHCEHMyDwC856c,6.15e-05,7.0,0.0998,-12.119,0.0,0.0277,141.936,3.0,https://api.spotify.com/v1/tracks/6DuX3rs3gHCEHMyDwC856c,audio_features,spotify:track:6DuX3rs3gHCEHMyDwC856c,0.121
2/23/18,California,Joni Mitchell,0.905,https://api.spotify.com/v1/audio-analysis/5eM6Rrk8rwLpUhrh7Kk5R1,0.464,230227.0,0.328,5eM6Rrk8rwLpUhrh7Kk5R1,0.0,4.0,0.135,-9.005,1.0,0.0407,70.859,3.0,https://api.spotify.com/v1/tracks/5eM6Rrk8rwLpUhrh7Kk5R1,audio_features,spotify:track:5eM6Rrk8rwLpUhrh7Kk5R1,0.784
2/23/18,I Love You But I'm Lost,Sharon Van Etten,0.89,https://api.spotify.com/v1/audio-analysis/1GjtjqUbNXsLhXQYrI9oVa,0.389,258707.0,0.205,1GjtjqUbNXsLhXQYrI9oVa,0.0,0.0,0.095,-9.488,1.0,0.0362,63.224,4.0,https://api.spotify.com/v1/tracks/1GjtjqUbNXsLhXQYrI9oVa,audio_features,spotify:track:1GjtjqUbNXsLhXQYrI9oVa,0.221
2/23/18,Autumn Sweater,Yo La Tengo,0.141,https://api.spotify.com/v1/audio-analysis/4R7kumtHnf5SsKyPYrVO5r,0.628,318373.0,0.455,4R7kumtHnf5SsKyPYrVO5r,0.693,7.0,0.135,-12.436,1.0,0.0427,102.09,4.0,https://api.spotify.com/v1/tracks/4R7kumtHnf5SsKyPYrVO5r,audio_features,spotify:track:4R7kumtHnf5SsKyPYrVO5r,0.858
spo,The Not Real Lake,Loving,0.604,https://api.spotify.com/v1/audio-analysis/0y5AQnBxRnntXBDiXrQ5sE,0.498,186060.0,0.695,0y5AQnBxRnntXBDiXrQ5sE,0.457,8.0,0.0596,-7.786,1.0,0.0744,84.76,4.0,https://api.spotify.com/v1/tracks/0y5AQnBxRnntXBDiXrQ5sE,audio_features,spotify:track:0y5AQnBxRnntXBDiXrQ5sE,0.335
spo,Chronic Sunshine,Cosmo Pyke,0.0264,https://api.spotify.com/v1/audio-analysis/2RGe02P8xxSF9syj0ltPjX,0.431,270927.0,0.773,2RGe02P8xxSF9syj0ltPjX,0.0,2.0,0.348,-5.002,1.0,0.0636,111.387,4.0,https://api.spotify.com/v1/tracks/2RGe02P8xxSF9syj0ltPjX,audio_features,spotify:track:2RGe02P8xxSF9syj0ltPjX,0.504
spo,A Vessel,Good Morning,0.802,https://api.spotify.com/v1/audio-analysis/5Q4ILk3MUpQEDNV6CzkeRq,0.534,199375.0,0.546,5Q4ILk3MUpQEDNV6CzkeRq,0.907,11.0,0.113,-10.911,0.0,0.0409,122.577,5.0,https://api.spotify.com/v1/tracks/5Q4ILk3MUpQEDNV6CzkeRq,audio_features,spotify:track:5Q4ILk3MUpQEDNV6CzkeRq,0.426
spo,Your Hand Holding Mine,Yellow Days,0.716,https://api.spotify.com/v1/audio-analysis/0jWHVt7QkVRWCj2Sw2Ncl3,0.509,250633.0,0.339,0jWHVt7QkVRWCj2Sw2Ncl3,0.0085,7.0,0.126,-10.64,1.0,0.0348,118.385,4.0,https://api.spotify.com/v1/tracks/0jWHVt7QkVRWCj2Sw2Ncl3,audio_features,spotify:track:0jWHVt7QkVRWCj2Sw2Ncl3,0.134
spo,Plants,Crumb,0.607,https://api.spotify.com/v1/audio-analysis/4KDVWd4zUHrfJHyuOuvLJP,0.494,191904.0,0.406,4KDVWd4zUHrfJHyuOuvLJP,0.53,11.0,0.122,-10.725,0.0,0.0416,81.067,4.0,https://api.spotify.com/v1/tracks/4KDVWd4zUHrfJHyuOuvLJP,audio_features,spotify:track:4KDVWd4zUHrfJHyuOuvLJP,0.219
